TYPE,USAGE_NUMBER,SPLIT_NUMBER,SPLIT_CROSSREF,REFERENCE,DETAILS,USER_NAME,DATE,AMOUNT,FOREIGN_AMOUNT,DELETED_FLAG,CIS_VAT,RECORD_CREATE_DATE,RECORD_MODIFY_DATE,RECORD_DELETED
PA,1716,1116,962,d/d,£ 376.10 (£ 376.10) from PA 67933,Olia,2016-04-15,376.1,376.1,0,0.0,2016-05-22 15:49:57,2019-01-25 14:31:07,0
PP,1717,1117,1731, (BACS),£ 684.00 (£ 684.00) from PP 68957,Judith,2016-05-27,684.0,684.0,0,0.0,2016-05-27 10:42:01,2019-01-25 14:31:07,0
PP,1718,1118,1730, (BACS),£ 118.24 (£ 118.24) from PP 68956,Judith,2016-05-27,118.24000000000001,118.24000000000001,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1719,1119,1730, (BACS),£ 202.80 (£ 202.80) from PP 68956,Judith,2016-05-27,202.8,202.8,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1720,1120,1730, (BACS),£ 210.49 (£ 210.49) from PP 68956,Judith,2016-05-27,210.49,210.49,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1721,1121,1730, (BACS),£ 54.48 (£ 54.48) from PP 68956,Judith,2016-05-27,54.48,54.48,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1722,1122,1730, (BACS),£ 11.76 (£ 11.76) from PP 68956,Judith,2016-05-27,11.76,11.76,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1723,1123,1730, (BACS),£ 12.58 (£ 12.58) from PP 68956,Judith,2016-05-27,12.58,12.58,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1724,1124,1730, (BACS),£ 99.00 (£ 99.00) from PP 68956,Judith,2016-05-27,99.0,99.0,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1725,1125,1730, (BACS),£ 82.74 (£ 82.74) from PP 68956,Judith,2016-05-27,82.74,82.74,0,0.0,2016-05-27 10:37:15,2019-01-25 14:31:07,0
PP,1726,1126,1729,bacs,£ 652.89 (£ 652.89) from PP 68955,Judith,2016-05-27,652.89,652.89,0,0.0,2016-05-27 10:36:36,2019-01-25 14:31:07,0
PA,1727,1127,999,bacs,£ 6750.00 (£ 6750.00) from PA 67970,Judith,2016-04-22,6750.0,6750.0,0,0.0,2016-06-28 14:43:05,2019-01-25 14:31:07,0
PA,1728,1128,1000,bacs,£ 6750.00 (£ 6750.00) from PA 67971,Judith,2016-04-22,6750.0,6750.0,0,0.0,2016-06-28 14:43:05,2019-01-25 14:31:07,0
PP,1729,1129,1727,bacs,£ 480.00 (£ 480.00) from PP 68953,Judith,2016-05-27,480.0,480.0,0,0.0,2016-05-27 10:35:44,2019-01-25 14:31:07,0
PP,1730,1130,1727,bacs,£ 18.00 (£ 18.00) from PP 68953,Judith,2016-05-27,18.0,18.0,0,0.0,2016-05-27 10:35:45,2019-01-25 14:31:07,0
PP,1731,1131,1727,bacs,£ 336.00 (£ 336.00) from PP 68953,Judith,2016-05-27,336.0,336.0,0,0.0,2016-05-27 10:35:45,2019-01-25 14:31:07,0
PP,1732,1132,1748,,£ 48.78 (£ 48.78) from PP 68974,Judith,2016-05-27,48.78,48.78,0,0.0,2016-05-27 10:56:33,2019-01-25 14:31:07,0
PP,1733,1133,1748,,£ 25.40 (£ 25.40) from PP 68974,Judith,2016-05-27,25.4,25.4,0,0.0,2016-05-27 10:56:33,2019-01-25 14:31:07,0
PP,1734,1134,1748,,£ 57.17 (£ 57.17) from PP 68974,Judith,2016-05-27,57.17,57.17,0,0.0,2016-05-27 10:56:33,2019-01-25 14:31:07,0
PP,1735,1135,1748,,£ 31.69 (£ 31.69) from PP 68974,Judith,2016-05-27,31.689999999999998,31.689999999999998,0,0.0,2016-05-27 10:56:33,2019-01-25 14:31:07,0
PP,1736,1136,2455,24APRIL 2016,£ 151.30 (£ 151.30) from PP 69681,Judith,2016-06-01,151.3,151.3,0,0.0,2016-07-05 12:04:08,2019-01-25 14:31:07,0
PA,1737,1137,998,bacs,£ 253.00 (£ 253.00) from PA 67969,Olia,2016-04-22,253.0,253.0,0,0.0,2016-06-19 21:56:38,2019-01-25 14:31:07,0
PA,1738,1138,998,bacs,£ 13.66 (£ 13.66) from PA 67969,Olia,2016-04-22,13.66,13.66,0,0.0,2016-06-19 21:56:38,2019-01-25 14:31:07,0
PP,1739,1139,1728, (BACS),£ 145.20 (£ 145.20) from PP 68954,Judith,2016-05-27,145.2,145.2,0,0.0,2016-05-27 10:36:08,2019-01-25 14:31:07,0
PP,1740,1140,1728, (BACS),£ 12.30 (£ 12.30) from PP 68954,Judith,2016-05-27,12.3,12.3,0,0.0,2016-05-27 10:36:08,2019-01-25 14:31:07,0
PP,1741,1141,1550,bacs,£ 755.78 (£ 755.78) from PP 68637,Olia,2016-05-11,755.78,755.78,0,0.0,2016-05-22 15:48:30,2019-01-25 14:31:07,0
PC,1742,1142,1148,,£ 91.92 (£ 91.92) from PC 68119,Olia,2016-04-28,91.92,91.92,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PC,1743,1143,1148,,£ 3.79 (£ 3.79) from PC 68119,Olia,2016-04-28,3.79,3.79,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PC,1744,1144,1148,,£ 63.06 (£ 63.06) from PC 68119,Olia,2016-04-28,63.06,63.06,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PC,1745,1145,1148,,£ 37.17 (£ 37.17) from PC 68119,Olia,2016-04-28,37.17,37.17,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PP,1746,1145,2053,dd,£ 77.73 (£ 77.73) from PP 69279,Olia,2016-05-26,77.72999999999999,77.72999999999999,0,0.0,2016-06-19 22:56:04,2019-01-25 14:31:07,0
PP,1747,1146,2053,dd,£ 4.74 (£ 4.74) from PP 69279,Olia,2016-05-26,4.74,4.74,0,0.0,2016-06-19 22:56:04,2019-01-25 14:31:07,0
PP,1748,1147,2053,dd,£ 63.06 (£ 63.06) from PP 69279,Olia,2016-05-26,63.06,63.06,0,0.0,2016-06-19 22:56:04,2019-01-25 14:31:07,0
PI,1749,1148,1142,18595,£ 91.92 (£ 91.92) to PI 68113,Olia,2016-04-28,91.92,91.92,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PI,1750,1148,1143,18595,£ 3.79 (£ 3.79) to PI 68114,Olia,2016-04-28,3.79,3.79,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PI,1751,1148,1144,18595,£ 63.06 (£ 63.06) to PI 68115,Olia,2016-04-28,63.06,63.06,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PI,1752,1148,1145,18576,£ 37.17 (£ 37.17) to PI 68116,Olia,2016-04-28,37.17,37.17,0,0.0,2016-06-19 22:56:03,2019-01-25 14:31:07,0
PP,1753,1149,1723, (BACS),£ 25.70 (£ 25.70) from PP 68949,Judith,2016-05-27,25.7,25.7,0,0.0,2016-05-27 10:20:49,2019-01-25 14:31:07,0
PP,1754,1150,1723, (BACS),£ 25.02 (£ 25.02) from PP 68949,Judith,2016-05-27,25.02,25.02,0,0.0,2016-05-27 10:20:49,2019-01-25 14:31:07,0
PP,1755,1151,1723, (BACS),£ 21.04 (£ 21.04) from PP 68949,Judith,2016-05-27,21.04,21.04,0,0.0,2016-05-27 10:20:49,2019-01-25 14:31:07,0
PP,1756,1156,1513,bacs,£ 5500.00 (£ 5500.00) from PP 68531,Olia,2016-05-06,5500.0,5500.0,0,0.0,2016-05-20 13:57:22,2019-01-25 14:31:07,0
PA,1757,1156,939,bacs,£ 5500.00 (£ 5500.00) from PA 67910,Judith,2016-04-22,5500.0,5500.0,0,0.0,2016-06-28 11:45:24,2019-01-25 14:31:07,0
PP,1758,1156,2319,,£ 5469.25 (£ 5469.25) from PP 69545,Judith,2016-06-29,5469.25,5469.25,0,0.0,2016-06-28 11:45:24,2019-01-25 14:31:07,0
PP,1759,1157,1721,bacs,£ 42.83 (£ 42.83) from PP 68947,Judith,2016-05-27,42.83,42.83,0,0.0,2016-05-27 10:20:09,2019-01-25 14:31:07,0
PP,1760,1158,2020,D/D,£ 100.00 (£ 100.00) from PP 69246,Olia,2016-05-19,100.0,100.0,0,0.0,2016-06-19 21:55:38,2019-01-25 14:31:07,0
PA,1761,1158,978,d/d,£ 100.00 (£ 100.00) from PA 67949,Olia,2016-04-20,100.0,100.0,0,0.0,2016-06-19 21:57:01,2019-01-25 14:31:07,0
PP,1762,1158,2518,D/D,£ 100.00 (£ 100.00) from PP 69744,Judith,2016-06-21,100.0,100.0,0,0.0,2016-07-06 10:19:14,2019-01-25 14:31:07,0
PP,1763,1158,3307,dd,£ 100.00 (£ 100.00) from PP 70533,Judith,2016-07-20,100.0,100.0,0,0.0,2016-08-08 16:46:00,2019-01-25 14:31:07,0
PP,1764,1158,3832,DD,£ 100.00 (£ 100.00) from PP 71058,Judith,2016-08-19,100.0,100.0,0,0.0,2016-08-31 11:23:05,2019-01-25 14:31:07,0
PP,1765,1158,4622,d/d,£ 100.00 (£ 100.00) from PP 71849,Olia,2016-09-21,100.0,100.0,0,0.0,2016-10-10 11:59:29,2019-01-25 14:31:07,0
PP,1766,1158,5248,D/D,£ 100.00 (£ 100.00) from PP 72503,Olia,2016-10-19,100.0,100.0,0,0.0,2016-11-09 13:28:43,2019-01-25 14:31:07,0
PP,1767,1158,5770,d/d,£ 100.00 (£ 100.00) from PP 73025,Olia,2016-11-21,100.0,100.0,0,0.0,2016-11-23 13:45:27,2019-01-25 14:31:07,0
PP,1768,1158,6625,D/D,£ 100.00 (£ 100.00) from PP 73880,Olia,2016-12-21,100.0,100.0,0,0.0,2017-01-04 10:07:21,2019-01-25 14:31:07,0
PP,1769,1158,7262,d/d,£ 100.00 (£ 100.00) from PP 74517,Olia,2017-01-19,100.0,100.0,0,0.0,2017-01-30 14:57:39,2019-01-25 14:31:07,0
PP,1770,1158,7984,D/D,£ 100.00 (£ 100.00) from PP 75239,Olia,2017-02-21,100.0,100.0,0,0.0,2017-03-06 13:14:29,2019-01-25 14:31:07,0
PP,1771,1158,8849,,£ 100.00 (£ 100.00) from PP 76104,Olia,2017-03-21,100.0,100.0,0,0.0,2017-04-11 10:58:41,2019-01-25 14:31:07,0
PP,1772,1159,1722, (BACS),£ 396.00 (£ 396.00) from PP 68948,Judith,2016-05-27,396.0,396.0,0,0.0,2016-05-27 10:20:33,2019-01-25 14:31:07,0
PA,1773,1160,1016,bacs,£ 7.98 (£ 7.98) from PA 67987,Judith,2016-04-27,7.9799999999999995,7.9799999999999995,0,0.0,2016-06-21 15:41:04,2019-01-25 14:31:07,0
PA,1774,1161,1016,bacs,£ 4.50 (£ 4.50) from PA 67987,Judith,2016-04-27,4.5,4.5,0,0.0,2016-06-21 15:41:04,2019-01-25 14:31:07,0
PA,1775,1162,1016,bacs,£ 252.23 (£ 252.23) from PA 67987,Judith,2016-04-27,252.23000000000002,252.23000000000002,0,0.0,2016-06-21 15:41:04,2019-01-25 14:31:07,0
PA,1776,1163,1016,bacs,£ 120.00 (£ 120.00) from PA 67987,Judith,2016-04-27,120.0,120.0,0,0.0,2016-06-21 15:41:04,2019-01-25 14:31:07,0
PA,1777,1164,1016,bacs,£ 191.20 (£ 191.20) from PA 67987,Judith,2016-04-27,191.2,191.2,0,0.0,2016-06-21 15:41:05,2019-01-25 14:31:07,0
PA,1778,1165,1015,bacs,£ 60.00 (£ 60.00) from PA 67986,Judith,2016-04-30,60.0,60.0,0,0.0,2016-06-21 15:39:35,2019-01-25 14:31:07,0
PA,1779,1166,1015,bacs,£ 134.88 (£ 134.88) from PA 67986,Judith,2016-04-30,134.88,134.88,0,0.0,2016-06-21 15:39:35,2019-01-25 14:31:07,0
PA,1780,1167,944,bacs,£ 4.00 (£ 4.00) from PA 67915,Judith,2016-04-06,4.0,4.0,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1781,1168,944,bacs,£ 57.30 (£ 57.30) from PA 67915,Judith,2016-04-06,57.3,57.3,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1782,1169,944,bacs,£ 76.99 (£ 76.99) from PA 67915,Judith,2016-04-06,76.99,76.99,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1783,1170,944,bacs,£ 19.99 (£ 19.99) from PA 67915,Judith,2016-04-06,19.990000000000002,19.990000000000002,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1784,1171,944,bacs,£ 6.29 (£ 6.29) from PA 67915,Judith,2016-04-06,6.29,6.29,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
SI,1785,1172,898,4482,£ 950.00 (£ 950.00) to SI 67628,Olia,2016-05-06,950.0,950.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SI,1786,1172,899,4482,£ 650.00 (£ 650.00) to SI 67629,Olia,2016-05-06,650.0,650.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SI,1787,1172,1176,4500,£ 2200.00 (£ 2200.00) to SI 68147,Olia,2016-05-06,2200.0,2200.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SI,1788,1173,1176,4500,£ 650.00 (£ 650.00) to SI 68147,Olia,2016-05-06,650.0,650.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SI,1789,1174,1176,4500,£ 950.00 (£ 950.00) to SI 68147,Olia,2016-05-06,950.0,950.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SI,1790,1174,1177,4500,£ 50.00 (£ 50.00) to SI 68148,Olia,2016-05-06,50.0,50.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SI,1791,1175,1177,4500,£ 475.00 (£ 475.00) to SI 68148,Olia,2016-05-06,475.0,475.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SC,1792,1176,1172,185,£ 2200.00 (£ 2200.00) from SC 68143,Olia,2016-05-06,2200.0,2200.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SC,1793,1176,1173,185,£ 650.00 (£ 650.00) from SC 68144,Olia,2016-05-06,650.0,650.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SC,1794,1176,1174,185,£ 950.00 (£ 950.00) from SC 68145,Olia,2016-05-06,950.0,950.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SC,1795,1177,1174,185,£ 50.00 (£ 50.00) from SC 68145,Olia,2016-05-06,50.0,50.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SC,1796,1177,1175,185,£ 475.00 (£ 475.00) from SC 68146,Olia,2016-05-06,475.0,475.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SR,1797,1177,2042,4500 cr185 4482,£ 125.00 (£ 125.00) from SR 69268,Olia,2016-05-23,125.0,125.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SR,1798,1178,2042,4500 cr185 4482,£ 1000.00 (£ 1000.00) from SR 69268,Olia,2016-05-23,1000.0,1000.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SR,1799,1179,2042,4500 cr185 4482,£ 475.00 (£ 475.00) from SR 69268,Olia,2016-05-23,475.0,475.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
PA,1800,1180,1014,bacs,£ 219.80 (£ 219.80) from PA 67985,Judith,2016-04-26,219.8,219.8,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1801,1181,1014,bacs,£ 43.56 (£ 43.56) from PA 67985,Judith,2016-04-26,43.56,43.56,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1802,1182,1014,bacs,£ 2.30 (£ 2.30) from PA 67985,Judith,2016-04-26,2.3,2.3,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1803,1183,1014,bacs,£ 193.60 (£ 193.60) from PA 67985,Judith,2016-04-26,193.6,193.6,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1804,1184,1014,bacs,£ 51.94 (£ 51.94) from PA 67985,Judith,2016-04-26,51.94,51.94,0,0.0,2016-05-06 12:09:37,2019-01-25 14:31:07,0
PA,1805,1185,839,pcash yuan,£ 131.65 (£ 131.65) from PA 67337,Judith,2016-04-30,131.65,131.65,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PA,1806,1185,1009,bacs wg,£ 66.35 (£ 66.35) from PA 67980,Judith,2016-04-30,66.35,66.35,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PA,1807,1186,1009,bacs wg,£ 49.50 (£ 49.50) from PA 67980,Judith,2016-04-30,49.5,49.5,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PA,1808,1187,1009,bacs wg,£ 3.60 (£ 3.60) from PA 67980,Judith,2016-04-30,3.6,3.6,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PA,1809,1188,1009,bacs wg,£ 2.78 (£ 2.78) from PA 67980,Judith,2016-04-30,2.7800000000000002,2.7800000000000002,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PA,1810,1189,1009,bacs wg,£ 2.67 (£ 2.67) from PA 67980,Judith,2016-04-30,2.67,2.67,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PA,1811,1190,873,china personal exp,£ 10.00 (£ 10.00) from PA 67549,Judith,2016-04-30,10.0,10.0,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PA,1812,1191,873,china personal exp,£ 4.86 (£ 4.86) from PA 67549,Judith,2016-04-30,4.86,4.86,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PA,1813,1191,1535,bacs,£ 27.30 (£ 27.30) from PA 68622,Judith,2016-05-10,27.3,27.3,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PA,1814,1192,1535,bacs,£ 531.72 (£ 531.72) from PA 68622,Judith,2016-05-10,531.72,531.72,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
SR,1815,1193,2476,4506,£ 2100.00 (£ 2100.00) from SR 69702,Judith,2016-06-06,2100.0,2100.0,0,0.0,2016-07-05 16:00:54,2019-01-25 14:31:07,0
SR,1816,1194,3793,4505,£ 2280.00 (£ 2280.00) from SR 71019,Judith,2016-08-31,2280.0,2280.0,0,0.0,2016-08-31 10:33:27,2019-01-25 14:31:07,0
SR,1817,1195,2475,4504,£ 1050.00 (£ 1050.00) from SR 69701,Judith,2016-06-06,1050.0,1050.0,0,0.0,2016-07-05 15:59:36,2019-01-25 14:31:07,0
SR,1818,1196,2048,4502,£ 840.00 (£ 840.00) from SR 69274,Olia,2016-05-27,840.0,840.0,0,0.0,2016-06-19 22:52:29,2019-01-25 14:31:07,0
SR,1819,1197,2488,4501,£ 210.00 (£ 210.00) from SR 69714,Judith,2016-06-10,210.0,210.0,0,0.0,2016-07-05 16:21:42,2019-01-25 14:31:07,0
SR,1820,1198,2488,4501,£ 36.00 (£ 36.00) from SR 69714,Judith,2016-06-10,36.0,36.0,0,0.0,2016-07-05 16:21:42,2019-01-25 14:31:07,0
SR,1821,1199,3285,4499,£ 750.00 (£ 750.00) from SR 70511,Judith,2016-07-08,750.0,750.0,0,0.0,2016-08-08 16:30:55,2019-01-25 14:31:07,0
SI,1822,1269,416,4212,£ 450.00 (£ 450.00) to SI 62786,Judith,2016-04-28,450.0,450.0,0,0.0,2016-05-10 11:13:57,2019-01-25 14:31:07,0
SI,1823,1269,1056,4494,£ 1300.00 (£ 1300.00) to SI 68027,Judith,2016-04-28,1300.0,1300.0,0,0.0,2016-05-10 11:13:58,2019-01-25 14:31:07,0
SI,1824,1269,1057,4494,£ 70.00 (£ 70.00) to SI 68028,Judith,2016-04-28,70.0,70.0,0,0.0,2016-05-10 11:13:58,2019-01-25 14:31:07,0
SI,1825,1270,550,4335,£ 5858.20 (€ 8255.96) to SI 65111,Judith,2016-04-05,5858.2,8255.960000000001,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SI,1826,1270,1271,REVAL,£ 667.37 (€ 0.00) to SI 68242,Judith,2016-04-05,667.37,0.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SI,1827,1270,551,4335,£ 9866.60 (€ 13905.00) to SI 65112,Judith,2016-04-05,9866.6,13905.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SI,1828,1270,1272,REVAL,£ 1124.02 (€ 0.00) to SI 68243,Judith,2016-04-05,1124.02,0.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SI,1829,1270,552,4335,£ 35.48 (€ 50.00) to SI 65113,Judith,2016-04-05,35.480000000000004,50.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SI,1830,1270,1273,REVAL,£ 4.04 (€ 0.00) to SI 68244,Judith,2016-04-05,4.04,0.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SR,1831,1271,1270,,£ 667.37 (€ 0.00) from SR 68241,Judith,2016-04-05,667.37,0.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SR,1832,1272,1270,,£ 1124.02 (€ 0.00) from SR 68241,Judith,2016-04-05,1124.02,0.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SR,1833,1273,1270,,£ 4.04 (€ 0.00) from SR 68241,Judith,2016-04-05,4.04,0.0,0,0.0,2016-05-10 11:18:04,2019-01-25 14:31:07,0
SI,1834,1274,697,4457,£ 943.37 (€ 1200.00) to SI 67094,Judith,2016-04-06,943.3700000000001,1200.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SI,1835,1274,1275,REVAL,£ 5.12 (€ 0.00) to SI 68246,Judith,2016-04-06,5.12,0.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SI,1836,1274,698,4457,£ 70.75 (€ 90.00) to SI 67095,Judith,2016-04-06,70.75,90.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SI,1837,1274,1276,REVAL,£ 0.39 (€ 0.00) to SI 68247,Judith,2016-04-06,0.39,0.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SR,1838,1275,1274,,£ 5.12 (€ 0.00) from SR 68245,Judith,2016-04-06,5.12,0.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SR,1839,1276,1274,,£ 0.39 (€ 0.00) from SR 68245,Judith,2016-04-06,0.39,0.0,0,0.0,2016-05-10 11:20:20,2019-01-25 14:31:07,0
SI,1840,1277,556,4338,£ 33.78 (€ 48.00) to SI 65174,Judith,2016-04-07,33.78,48.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1841,1277,1278,REVAL,£ 4.16 (€ 0.00) to SI 68249,Judith,2016-04-07,4.16,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1842,1277,557,4338,£ 3293.92 (€ 4680.00) to SI 65175,Judith,2016-04-07,3293.9199999999996,4680.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1843,1277,1279,REVAL,£ 405.19 (€ 0.00) to SI 68250,Judith,2016-04-07,405.19,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1844,1277,558,4338,£ 591.22 (€ 840.00) to SI 65176,Judith,2016-04-07,591.22,840.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1845,1277,1280,REVAL,£ 72.72 (€ 0.00) to SI 68251,Judith,2016-04-07,72.72,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1846,1277,559,4338,£ 3378.38 (€ 4800.00) to SI 65177,Judith,2016-04-07,3378.38,4800.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1847,1277,1281,REVAL,£ 415.58 (€ 0.00) to SI 68252,Judith,2016-04-07,415.58000000000004,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SR,1848,1278,1277,4338,£ 4.16 (€ 0.00) from SR 68248,Judith,2016-04-07,4.16,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SR,1849,1279,1277,4338,£ 405.19 (€ 0.00) from SR 68248,Judith,2016-04-07,405.19,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SR,1850,1280,1277,4338,£ 72.72 (€ 0.00) from SR 68248,Judith,2016-04-07,72.72,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SR,1851,1281,1277,4338,£ 415.58 (€ 0.00) from SR 68248,Judith,2016-04-07,415.58000000000004,0.0,0,0.0,2016-05-10 11:22:23,2019-01-25 14:31:07,0
SI,1852,1282,644,4430,£ 129.36 (€ 170.00) to SI 66602,Judith,2016-04-12,129.35999999999999,170.0,0,0.0,2016-05-10 11:23:37,2019-01-25 14:31:07,0
SI,1853,1282,1283,REVAL,£ 5.01 (€ 0.00) to SI 68254,Judith,2016-04-12,5.01,0.0,0,0.0,2016-05-10 11:23:37,2019-01-25 14:31:07,0
SI,1854,1282,645,4430,£ 64.68 (€ 85.00) to SI 66603,Judith,2016-04-12,64.67999999999999,85.0,0,0.0,2016-05-10 11:23:37,2019-01-25 14:31:07,0
SI,1855,1282,1284,REVAL,£ 2.50 (€ 0.00) to SI 68255,Judith,2016-04-12,2.5,0.0,0,0.0,2016-05-10 11:23:37,2019-01-25 14:31:07,0
SI,1856,1282,646,4430,£ 684.84 (€ 900.00) to SI 66604,Judith,2016-04-12,684.8399999999999,900.0,0,0.0,2016-05-10 11:23:38,2019-01-25 14:31:07,0
SI,1857,1282,1285,REVAL,£ 26.53 (€ 0.00) to SI 68256,Judith,2016-04-12,26.53,0.0,0,0.0,2016-05-10 11:23:38,2019-01-25 14:31:07,0
SI,1858,1282,647,4430,£ 1540.88 (€ 2025.00) to SI 66605,Judith,2016-04-12,1540.8799999999999,2025.0,0,0.0,2016-05-10 11:23:38,2019-01-25 14:31:07,0
SI,1859,1282,1286,REVAL,£ 59.70 (€ 0.00) to SI 68257,Judith,2016-04-12,59.7,0.0,0,0.0,2016-05-10 11:23:38,2019-01-25 14:31:07,0
SR,1860,1283,1282,4430,£ 5.01 (€ 0.00) from SR 68253,Judith,2016-04-12,5.01,0.0,0,0.0,2016-05-10 11:23:37,2019-01-25 14:31:07,0
SR,1861,1284,1282,4430,£ 2.50 (€ 0.00) from SR 68253,Judith,2016-04-12,2.5,0.0,0,0.0,2016-05-10 11:23:37,2019-01-25 14:31:07,0
SR,1862,1285,1282,4430,£ 26.53 (€ 0.00) from SR 68253,Judith,2016-04-12,26.53,0.0,0,0.0,2016-05-10 11:23:38,2019-01-25 14:31:07,0
SR,1863,1286,1282,4430,£ 59.70 (€ 0.00) from SR 68253,Judith,2016-04-12,59.7,0.0,0,0.0,2016-05-10 11:23:38,2019-01-25 14:31:07,0
SI,1864,1287,724,4456,£ 5813.22 (€ 7394.64) to SI 67134,Judith,2016-04-13,5813.219999999999,7394.639999999999,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SI,1865,1287,1288,REVAL,£ 31.56 (€ 0.00) to SI 68259,Judith,2016-04-13,31.560000000000002,0.0,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
